Feature_1,Feature_2,Correlation
wbc_min,hear_mode_Sinus Brady,-0.02072553401004442
wbc_max,hear_mode_Sinus Brady,-0.03737696208476233
wbc_avg,hear_mode_Sinus Brady,-0.027968198285020052
hea_min,hear_mode_Sinus Brady,-0.09345900484841314
hea_max,hear_mode_Sinus Brady,-0.14913621031624982
hea_avg,hear_mode_Sinus Brady,-0.24651507627998342
mag_min,hear_mode_Sinus Brady,0.02128264370723643
mag_max,hear_mode_Sinus Brady,-0.01007996083784892
mag_avg,hear_mode_Sinus Brady,0.008496484395074761
res_min,hear_mode_Sinus Brady,0.009731805699844097
res_max,hear_mode_Sinus Brady,-0.07382494398075923
res_avg,hear_mode_Sinus Brady,-0.07796418445275609
spo_min,hear_mode_Sinus Brady,0.026022883003856464
spo_max,hear_mode_Sinus Brady,0.01927537835122279
spo_avg,hear_mode_Sinus Brady,0.042656882291824426
spo_alarms,hear_mode_Sinus Brady,-0.03435903283219969
temp_min,hear_mode_Sinus Brady,0.023606789463893777
temp_max,hear_mode_Sinus Brady,-0.06324906807078366
temp_avg,hear_mode_Sinus Brady,-0.038373241469720806
hear_mode_1st Deg AV Block,hear_mode_Sinus Brady,-0.011873413713713869
hear_mode_A Paced,hear_mode_Sinus Brady,-0.005575846619867876
hear_mode_AV Paced,hear_mode_Sinus Brady,-0.013140953805942717
hear_mode_Atrial Fib,hear_mode_Sinus Brady,-0.04670083614679371
hear_mode_Atrial Flutter,hear_mode_Sinus Brady,-0.007894023039724191
hear_mode_Junctional,hear_mode_Sinus Brady,-0.003940577918975899
hear_mode_MultFocalAtrTach,hear_mode_Sinus Brady,-0.0039405779189759
hear_mode_Normal Sinus,hear_mode_Sinus Brady,-0.15252963479898618
hear_mode_Parox Atr Tachy,hear_mode_Sinus Brady,-0.0039405779189759
hear_mode_Sinus Brady,hear_mode_Sinus Brady,1.0
hear_mode_Sinus Tachy,hear_mode_Sinus Brady,-0.05396816465982187
hear_mode_V Paced,hear_mode_Sinus Brady,-0.022306515242407475
hear_last_1st Deg AV Block,hear_mode_Sinus Brady,0.08169314563709097
hear_last_2nd AVB Mobitz 2,hear_mode_Sinus Brady,-0.003940577918975902
hear_last_A Paced,hear_mode_Sinus Brady,-0.0068327039870611965
hear_last_AV Paced,hear_mode_Sinus Brady,-0.014301430143014304
hear_last_Asystole,hear_mode_Sinus Brady,-0.021931479727008298
hear_last_Atrial Fib,hear_mode_Sinus Brady,-0.04217770007531521
hear_last_Atrial Flutter,hear_mode_Sinus Brady,-0.010459916256291623
hear_last_Comp Heart Block,hear_mode_Sinus Brady,-0.005575846619867879
hear_last_Idioventricular,hear_mode_Sinus Brady,-0.006832703987061195
hear_last_Junctional,hear_mode_Sinus Brady,-0.009678713241942041
hear_last_MultFocalAtrTach,hear_mode_Sinus Brady,-0.0039405779189759
hear_last_Normal Sinus,hear_mode_Sinus Brady,-0.050513389889061816
hear_last_Other/Remarks,hear_mode_Sinus Brady,-0.011188236297500305
hear_last_Sinus Brady,hear_mode_Sinus Brady,0.341006392473277
hear_last_Sinus Tachy,hear_mode_Sinus Brady,-0.04974482595430247
hear_last_Supravent Tachy,hear_mode_Sinus Brady,-0.0039405779189759
hear_last_V Paced,hear_mode_Sinus Brady,-0.019550469307599117
died_immediately,hear_mode_Sinus Brady,-0.05020570241647135
age,hear_mode_Sinus Tachy,-0.20136661060512623
gender,hear_mode_Sinus Tachy,0.03412898254049544
ethnicity,hear_mode_Sinus Tachy,-0.08915399159523772
marital_DIVORCED,hear_mode_Sinus Tachy,0.015069601856475384
marital_MARRIED,hear_mode_Sinus Tachy,-0.05696893684667074
marital_SEPARATED,hear_mode_Sinus Tachy,0.0441751249187891
marital_SINGLE,hear_mode_Sinus Tachy,0.07361901830550932
marital_WIDOWED,hear_mode_Sinus Tachy,-0.03076941705498988
icu_duration_hour,hear_mode_Sinus Tachy,-0.03966382905801619
icu_times,hear_mode_Sinus Tachy,0.0018974473236268307
icu_times_total,hear_mode_Sinus Tachy,-0.03712433982845354
icu_times_sepsis,hear_mode_Sinus Tachy,0.08774515260047652
icu_times_total_sepsis,hear_mode_Sinus Tachy,0.08774515260047652
Comorbidity,hear_mode_Sinus Tachy,-0.006059844548950364
glu_min,hear_mode_Sinus Tachy,0.10357524991625183
glu_max,hear_mode_Sinus Tachy,-0.009357955479974839
glu_avg,hear_mode_Sinus Tachy,0.07114939345513407
figglu_min,hear_mode_Sinus Tachy,0.09911984917971939
figglu_max,hear_mode_Sinus Tachy,0.025288548684238386
figglu_avg,hear_mode_Sinus Tachy,0.09288992599384863
pot_min,hear_mode_Sinus Tachy,0.05034567284061494
pot_max,hear_mode_Sinus Tachy,0.022007339155082833
pot_avg,hear_mode_Sinus Tachy,0.08590660257464815
sod_min,hear_mode_Sinus Tachy,0.012560674234658887
sod_max,hear_mode_Sinus Tachy,-0.05315731658378934
sod_avg,hear_mode_Sinus Tachy,-0.021114167636834776
hem_min,hear_mode_Sinus Tachy,0.06803710646602132
hem_max,hear_mode_Sinus Tachy,0.010842852549668481
hem_avg,hear_mode_Sinus Tachy,0.04670069858576074
chl_min,hear_mode_Sinus Tachy,0.009996246052265009
chl_max,hear_mode_Sinus Tachy,-0.018568650737486796
chl_avg,hear_mode_Sinus Tachy,-0.0064616247024595844
bun_min,hear_mode_Sinus Tachy,-0.01636011059548163
bun_max,hear_mode_Sinus Tachy,-0.021549416997266983
bun_avg,hear_mode_Sinus Tachy,-0.02173077668612972
cre_min,hear_mode_Sinus Tachy,0.08390920972603907
cre_max,hear_mode_Sinus Tachy,0.05384796480622999
cre_avg,hear_mode_Sinus Tachy,0.09014138307059805
hemo_min,hear_mode_Sinus Tachy,0.05581692555897367
hemo_max,hear_mode_Sinus Tachy,0.017409950151955553
hemo_avg,hear_mode_Sinus Tachy,0.04179585225666542
car_min,hear_mode_Sinus Tachy,-0.11074836147597548
car_max,hear_mode_Sinus Tachy,-0.14601682864602833
car_avg,hear_mode_Sinus Tachy,-0.15258315395160973
rbc_min,hear_mode_Sinus Tachy,0.05878186966952397
rbc_max,hear_mode_Sinus Tachy,0.0039364195831839794
rbc_avg,hear_mode_Sinus Tachy,0.04378607124809759
pla_min,hear_mode_Sinus Tachy,-0.020785596707318495
pla_max,hear_mode_Sinus Tachy,-0.042430018961798245
pla_avg,hear_mode_Sinus Tachy,-0.038549743264821086
wbc_min,hear_mode_Sinus Tachy,0.1595184310747977
wbc_max,hear_mode_Sinus Tachy,0.08547110553050714
wbc_avg,hear_mode_Sinus Tachy,0.12308878289337669
hea_min,hear_mode_Sinus Tachy,0.16500129182536336
hea_max,hear_mode_Sinus Tachy,0.31804145838861975
hea_avg,hear_mode_Sinus Tachy,0.6188973740799312
mag_min,hear_mode_Sinus Tachy,0.01279646165579022
mag_max,hear_mode_Sinus Tachy,-0.04084751546208449
mag_avg,hear_mode_Sinus Tachy,-0.024385077223528617
res_min,hear_mode_Sinus Tachy,0.060862154064839843
res_max,hear_mode_Sinus Tachy,0.13337468703249628
res_avg,hear_mode_Sinus Tachy,0.2512372182476168
spo_min,hear_mode_Sinus Tachy,-0.06643735320589231
spo_max,hear_mode_Sinus Tachy,-0.037908986452624464
spo_avg,hear_mode_Sinus Tachy,-0.13747779492185733
spo_alarms,hear_mode_Sinus Tachy,0.06868866669903897
temp_min,hear_mode_Sinus Tachy,0.011793263629895485
temp_max,hear_mode_Sinus Tachy,0.14825421502174488
temp_avg,hear_mode_Sinus Tachy,0.16820397834920273
hear_mode_1st Deg AV Block,hear_mode_Sinus Tachy,-0.04480575298889931
hear_mode_A Paced,hear_mode_Sinus Tachy,-0.02104112704042593
hear_mode_AV Paced,hear_mode_Sinus Tachy,-0.04958896779512946
hear_mode_Atrial Fib,hear_mode_Sinus Tachy,-0.17623121532028224
hear_mode_Atrial Flutter,hear_mode_Sinus Tachy,-0.029789044240750965
hear_mode_Junctional,hear_mode_Sinus Tachy,-0.014870244154569997
hear_mode_MultFocalAtrTach,hear_mode_Sinus Tachy,-0.014870244154569992
hear_mode_Normal Sinus,hear_mode_Sinus Tachy,-0.5755889001321371
hear_mode_Parox Atr Tachy,hear_mode_Sinus Tachy,-0.014870244154569995
hear_mode_Sinus Brady,hear_mode_Sinus Tachy,-0.05396816465982187
hear_mode_Sinus Tachy,hear_mode_Sinus Tachy,1.0
hear_mode_V Paced,hear_mode_Sinus Tachy,-0.08417631492449743
hear_last_1st Deg AV Block,hear_mode_Sinus Tachy,-0.044805752988899314
hear_last_2nd AVB Mobitz 2,hear_mode_Sinus Tachy,-0.014870244154569997
hear_last_A Paced,hear_mode_Sinus Tachy,-0.02578402930043044
hear_last_AV Paced,hear_mode_Sinus Tachy,-0.053968164659821925
hear_last_Asystole,hear_mode_Sinus Tachy,0.0476760371290213
hear_last_Atrial Fib,hear_mode_Sinus Tachy,-0.1499401485512567
hear_last_Atrial Flutter,hear_mode_Sinus Tachy,-0.039471750531413295
hear_last_Comp Heart Block,hear_mode_Sinus Tachy,0.0411381009444225
hear_last_Idioventricular,hear_mode_Sinus Tachy,-0.02578402930043047
hear_last_Junctional,hear_mode_Sinus Tachy,0.07140868634018584
hear_last_MultFocalAtrTach,hear_mode_Sinus Tachy,-0.014870244154569995
hear_last_Normal Sinus,hear_mode_Sinus Tachy,-0.2671440509722105
hear_last_Other/Remarks,hear_mode_Sinus Tachy,0.02016282981147876
hear_last_Sinus Brady,hear_mode_Sinus Tachy,0.015066759508132828
hear_last_Sinus Tachy,hear_mode_Sinus Tachy,0.5220112688123006
hear_last_Supravent Tachy,hear_mode_Sinus Tachy,0.0730167116820552
hear_last_V Paced,hear_mode_Sinus Tachy,-0.07377604450871514
died_immediately,hear_mode_Sinus Tachy,0.18581548844128373
age,hear_mode_V Paced,0.1020571064097327
gender,hear_mode_V Paced,-0.10514789752770018
ethnicity,hear_mode_V Paced,0.03256021035740635
marital_DIVORCED,hear_mode_V Paced,0.032645611783432525
marital_MARRIED,hear_mode_V Paced,-0.0321099795141197
marital_SEPARATED,hear_mode_V Paced,0.028727249158336136
marital_SINGLE,hear_mode_V Paced,-0.049942739051105224
marital_WIDOWED,hear_mode_V Paced,0.06919685942229628
icu_duration_hour,hear_mode_V Paced,0.02233845597549889
icu_times,hear_mode_V Paced,0.002183803442954342
icu_times_total,hear_mode_V Paced,-0.0013355539481286866
icu_times_sepsis,hear_mode_V Paced,0.01837633208278989
icu_times_total_sepsis,hear_mode_V Paced,0.01837633208278989
Comorbidity,hear_mode_V Paced,-0.036455777785873465
glu_min,hear_mode_V Paced,-0.01467831500179798
glu_max,hear_mode_V Paced,-0.02263380268248496
glu_avg,hear_mode_V Paced,-0.010483177854224441
figglu_min,hear_mode_V Paced,-0.04010551738684185
figglu_max,hear_mode_V Paced,-0.023965892457493736
figglu_avg,hear_mode_V Paced,-0.04112928492296874
pot_min,hear_mode_V Paced,0.027138667891038522
pot_max,hear_mode_V Paced,0.013594303137461235
pot_avg,hear_mode_V Paced,0.015636636340950954
sod_min,hear_mode_V Paced,-0.0473919218085598
sod_max,hear_mode_V Paced,-0.07146756651775854
sod_avg,hear_mode_V Paced,-0.07630006253124276
hem_min,hear_mode_V Paced,0.039514715108710005
hem_max,hear_mode_V Paced,0.06661507243811497
hem_avg,hear_mode_V Paced,0.0630335887440769
chl_min,hear_mode_V Paced,-0.07795119880911715
chl_max,hear_mode_V Paced,-0.0877245741232535
chl_avg,hear_mode_V Paced,-0.0987630197506258
bun_min,hear_mode_V Paced,0.05106309459745845
bun_max,hear_mode_V Paced,0.0035970063461327846
bun_avg,hear_mode_V Paced,0.02466559759848071
cre_min,hear_mode_V Paced,-0.0030122767730701226
cre_max,hear_mode_V Paced,-0.01644872086629243
cre_avg,hear_mode_V Paced,-0.011926095384492455
hemo_min,hear_mode_V Paced,0.03193679536264897
hemo_max,hear_mode_V Paced,0.05155231461383823
hemo_avg,hear_mode_V Paced,0.05419822571893658
car_min,hear_mode_V Paced,0.023806491778745595
car_max,hear_mode_V Paced,0.03882700013730093
car_avg,hear_mode_V Paced,0.02407083209920576
rbc_min,hear_mode_V Paced,0.026712141954094774
rbc_max,hear_mode_V Paced,0.02942759797412434
rbc_avg,hear_mode_V Paced,0.03290051121341928
pla_min,hear_mode_V Paced,-0.03691066490806222
pla_max,hear_mode_V Paced,-0.021545385425776192
pla_avg,hear_mode_V Paced,-0.036038149835837675
wbc_min,hear_mode_V Paced,-0.039502614374155
wbc_max,hear_mode_V Paced,-0.034965650493340474
wbc_avg,hear_mode_V Paced,-0.03517899351261326
hea_min,hear_mode_V Paced,-2.5370278425862335e-05
hea_max,hear_mode_V Paced,-0.13340368435800587
hea_avg,hear_mode_V Paced,-0.135505916234122
mag_min,hear_mode_V Paced,-0.008799798277241906
mag_max,hear_mode_V Paced,-0.021541160858121973
mag_avg,hear_mode_V Paced,0.003268942202684491
res_min,hear_mode_V Paced,-0.0015316015645835408
res_max,hear_mode_V Paced,0.020889157386026296
res_avg,hear_mode_V Paced,-0.03235942892797781
spo_min,hear_mode_V Paced,-0.05645521396082383
spo_max,hear_mode_V Paced,0.020325789057697052
spo_avg,hear_mode_V Paced,-0.0001946009829905651
spo_alarms,hear_mode_V Paced,0.013915008950582808
temp_min,hear_mode_V Paced,-0.0018467860763189093
temp_max,hear_mode_V Paced,-0.030642734047682255
temp_avg,hear_mode_V Paced,-0.01800875064516315
hear_mode_1st Deg AV Block,hear_mode_V Paced,-0.018519440457060807
hear_mode_A Paced,hear_mode_V Paced,-0.008696872017108214
hear_mode_AV Paced,hear_mode_V Paced,-0.02049647367016757
hear_mode_Atrial Fib,hear_mode_V Paced,-0.07284117063288768
hear_mode_Atrial Flutter,hear_mode_V Paced,-0.012312624926223596
hear_mode_Junctional,hear_mode_V Paced,-0.006146277717299927
hear_mode_MultFocalAtrTach,hear_mode_V Paced,-0.0061462777172999255
hear_mode_Normal Sinus,hear_mode_V Paced,-0.23790660021678875
hear_mode_Parox Atr Tachy,hear_mode_V Paced,-0.006146277717299922
hear_mode_Sinus Brady,hear_mode_V Paced,-0.022306515242407475
hear_mode_Sinus Tachy,hear_mode_V Paced,-0.08417631492449743
hear_mode_V Paced,hear_mode_V Paced,1.0
hear_last_1st Deg AV Block,hear_mode_V Paced,-0.01851944045706078
hear_last_2nd AVB Mobitz 2,hear_mode_V Paced,-0.006146277717299921
hear_last_A Paced,hear_mode_V Paced,-0.010657242954732544
hear_last_AV Paced,hear_mode_V Paced,0.18182854236056706
hear_last_Asystole,hear_mode_V Paced,-0.00029425729172443614
hear_last_Atrial Fib,hear_mode_V Paced,-0.027421341615579402
hear_last_Atrial Flutter,hear_mode_V Paced,-0.016314751676722694
hear_last_Comp Heart Block,hear_mode_V Paced,-0.008696872017108219
hear_last_Idioventricular,hear_mode_V Paced,-0.01065724295473253
hear_last_Junctional,hear_mode_V Paced,0.059735809505099394
hear_last_MultFocalAtrTach,hear_mode_V Paced,-0.006146277717299925
hear_last_Normal Sinus,hear_mode_V Paced,-0.18804132841863896
hear_last_Other/Remarks,hear_mode_V Paced,-0.01745074170975499
hear_last_Sinus Brady,hear_mode_V Paced,-0.034207410162963574
hear_last_Sinus Tachy,hear_mode_V Paced,-0.07758900384676347
hear_last_Supravent Tachy,hear_mode_V Paced,-0.006146277717299924
hear_last_V Paced,hear_mode_V Paced,0.7252898862202459
died_immediately,hear_mode_V Paced,0.053364868184966115
age,hear_last_1st Deg AV Block,0.05750405385135968
gender,hear_last_1st Deg AV Block,0.016005162316888154
ethnicity,hear_last_1st Deg AV Block,-0.013887958730305688
marital_DIVORCED,hear_last_1st Deg AV Block,-0.02427324902588161
marital_MARRIED,hear_last_1st Deg AV Block,-0.01210928480353902
marital_SEPARATED,hear_last_1st Deg AV Block,-0.011873413713713853
marital_SINGLE,hear_last_1st Deg AV Block,-0.005042132838454133
marital_WIDOWED,hear_last_1st Deg AV Block,0.03961097441856933
icu_duration_hour,hear_last_1st Deg AV Block,-0.0004930465153378748
icu_times,hear_last_1st Deg AV Block,0.0332045279655708
icu_times_total,hear_last_1st Deg AV Block,0.015152459592429739
icu_times_sepsis,hear_last_1st Deg AV Block,-0.012136352304215305
icu_times_total_sepsis,hear_last_1st Deg AV Block,-0.012136352304215305
Comorbidity,hear_last_1st Deg AV Block,0.002897148495496875
glu_min,hear_last_1st Deg AV Block,-0.04058288309781444
glu_max,hear_last_1st Deg AV Block,0.10793278543510623
glu_avg,hear_last_1st Deg AV Block,0.05865233806919697
figglu_min,hear_last_1st Deg AV Block,-0.019216189011392576
figglu_max,hear_last_1st Deg AV Block,-0.014182497878738225
figglu_avg,hear_last_1st Deg AV Block,-0.02455087831484784
pot_min,hear_last_1st Deg AV Block,0.010270080567866354
pot_max,hear_last_1st Deg AV Block,0.019995162541271497
pot_avg,hear_last_1st Deg AV Block,0.023749750820737783
sod_min,hear_last_1st Deg AV Block,-0.05963053725271834
sod_max,hear_last_1st Deg AV Block,-0.03983591431311672
sod_avg,hear_last_1st Deg AV Block,-0.04400864072221718
hem_min,hear_last_1st Deg AV Block,-0.009086096585997995
hem_max,hear_last_1st Deg AV Block,-0.02543404846556045
hem_avg,hear_last_1st Deg AV Block,-0.009560532740758668
chl_min,hear_last_1st Deg AV Block,-0.044048020505260035
chl_max,hear_last_1st Deg AV Block,-0.0275412874169897
chl_avg,hear_last_1st Deg AV Block,-0.03458160464488094
bun_min,hear_last_1st Deg AV Block,-0.048423027583208045
bun_max,hear_last_1st Deg AV Block,-0.0408975603442927
bun_avg,hear_last_1st Deg AV Block,-0.049549239288748846
cre_min,hear_last_1st Deg AV Block,-0.007407255132320079
cre_max,hear_last_1st Deg AV Block,-0.007490358163750805
cre_avg,hear_last_1st Deg AV Block,-0.00933635334145479
hemo_min,hear_last_1st Deg AV Block,-0.008294045452121012
hemo_max,hear_last_1st Deg AV Block,-0.04300568282038979
hemo_avg,hear_last_1st Deg AV Block,-0.030275692614460475
car_min,hear_last_1st Deg AV Block,0.03424170206634867
car_max,hear_last_1st Deg AV Block,0.04435355868084279
car_avg,hear_last_1st Deg AV Block,0.04809421008846763
rbc_min,hear_last_1st Deg AV Block,0.0007739730374328855
rbc_max,hear_last_1st Deg AV Block,-0.027266334935000875
rbc_avg,hear_last_1st Deg AV Block,-0.015604109743622628
pla_min,hear_last_1st Deg AV Block,-0.008156951606651527
pla_max,hear_last_1st Deg AV Block,-0.012114045085784113
pla_avg,hear_last_1st Deg AV Block,-0.009887380592715081
wbc_min,hear_last_1st Deg AV Block,-0.009275660639504888
wbc_max,hear_last_1st Deg AV Block,-0.01706141826398774
wbc_avg,hear_last_1st Deg AV Block,-0.010941590002139314
hea_min,hear_last_1st Deg AV Block,-0.017536964062568033
hea_max,hear_last_1st Deg AV Block,-0.03751829556952568
hea_avg,hear_last_1st Deg AV Block,-0.05277256834661398
mag_min,hear_last_1st Deg AV Block,0.004673421390963581
mag_max,hear_last_1st Deg AV Block,-0.011226348738448253
mag_avg,hear_last_1st Deg AV Block,-0.00830206007795321
res_min,hear_last_1st Deg AV Block,-0.03998769408227128
res_max,hear_last_1st Deg AV Block,-0.041705623715801186
res_avg,hear_last_1st Deg AV Block,-0.03463298942408352
spo_min,hear_last_1st Deg AV Block,0.019234061022199135
spo_max,hear_last_1st Deg AV Block,0.019422021152275138
spo_avg,hear_last_1st Deg AV Block,0.03293514919883766
spo_alarms,hear_last_1st Deg AV Block,-0.006836444737288084
temp_min,hear_last_1st Deg AV Block,0.018483452225843976
temp_max,hear_last_1st Deg AV Block,-0.02607160322064364
temp_avg,hear_last_1st Deg AV Block,-0.0007814679013707684
hear_mode_1st Deg AV Block,hear_last_1st Deg AV Block,0.6633807959109147
hear_mode_A Paced,hear_last_1st Deg AV Block,-0.004629210719477758
hear_mode_AV Paced,hear_last_1st Deg AV Block,-0.01090995652675855
hear_mode_Atrial Fib,hear_last_1st Deg AV Block,-0.006214856645788564
hear_mode_Atrial Flutter,hear_last_1st Deg AV Block,-0.006553820175950521
hear_mode_Junctional,hear_last_1st Deg AV Block,-0.0032715687476878325
hear_mode_MultFocalAtrTach,hear_last_1st Deg AV Block,-0.003271568747687834
hear_mode_Normal Sinus,hear_last_1st Deg AV Block,-0.10391430688210464
hear_mode_Parox Atr Tachy,hear_last_1st Deg AV Block,-0.0032715687476878343
hear_mode_Sinus Brady,hear_last_1st Deg AV Block,0.08169314563709097
hear_mode_Sinus Tachy,hear_last_1st Deg AV Block,-0.044805752988899314
hear_mode_V Paced,hear_last_1st Deg AV Block,-0.01851944045706078
hear_last_1st Deg AV Block,hear_last_1st Deg AV Block,1.0
hear_last_2nd AVB Mobitz 2,hear_last_1st Deg AV Block,-0.003271568747687835
hear_last_A Paced,hear_last_1st Deg AV Block,-0.0056726859069648515
hear_last_AV Paced,hear_last_1st Deg AV Block,-0.011873413713713848
hear_last_Asystole,hear_last_1st Deg AV Block,-0.018208076363600154
hear_last_Atrial Fib,hear_last_1st Deg AV Block,-0.035017007213909636
hear_last_Atrial Flutter,hear_last_1st Deg AV Block,-0.008684090463667077
hear_last_Comp Heart Block,hear_last_1st Deg AV Block,-0.004629210719477759
hear_last_Idioventricular,hear_last_1st Deg AV Block,-0.005672685906964856
hear_last_Junctional,hear_last_1st Deg AV Block,-0.008035515706386344
hear_last_MultFocalAtrTach,hear_last_1st Deg AV Block,-0.003271568747687834
hear_last_Normal Sinus,hear_last_1st Deg AV Block,-0.1196432673853213
hear_last_Other/Remarks,hear_last_1st Deg AV Block,-0.009288760421760994
hear_last_Sinus Brady,hear_last_1st Deg AV Block,-0.018208076363600167
hear_last_Sinus Tachy,hear_last_1st Deg AV Block,-0.041299428991766224
hear_last_Supravent Tachy,hear_last_1st Deg AV Block,-0.0032715687476878343
hear_last_V Paced,hear_last_1st Deg AV Block,-0.016231300510863682
died_immediately,hear_last_1st Deg AV Block,-0.008850027908575267
age,hear_last_2nd AVB Mobitz 2,0.010501913601439972
gender,hear_last_2nd AVB Mobitz 2,0.034638239478182425
ethnicity,hear_last_2nd AVB Mobitz 2,-0.054023761209714936
marital_DIVORCED,hear_last_2nd AVB Mobitz 2,-0.008055865940451079
marital_MARRIED,hear_last_2nd AVB Mobitz 2,-0.03331046704126943
marital_SEPARATED,hear_last_2nd AVB Mobitz 2,-0.003940577918975897
marital_SINGLE,hear_last_2nd AVB Mobitz 2,-0.01872169022136529
marital_WIDOWED,hear_last_2nd AVB Mobitz 2,0.07031970475429816
icu_duration_hour,hear_last_2nd AVB Mobitz 2,0.0005186411747793228
icu_times,hear_last_2nd AVB Mobitz 2,-0.016041705898338712
icu_times_total,hear_last_2nd AVB Mobitz 2,-0.019081414475270852
icu_times_sepsis,hear_last_2nd AVB Mobitz 2,-0.011074656488245727
icu_times_total_sepsis,hear_last_2nd AVB Mobitz 2,-0.011074656488245727
Comorbidity,hear_last_2nd AVB Mobitz 2,-0.009468073203946192
glu_min,hear_last_2nd AVB Mobitz 2,-0.02943832023643458
glu_max,hear_last_2nd AVB Mobitz 2,0.04496096636369978
glu_avg,hear_last_2nd AVB Mobitz 2,0.030696456119890997
figglu_min,hear_last_2nd AVB Mobitz 2,-0.027450162887847875
figglu_max,hear_last_2nd AVB Mobitz 2,0.06312000545382492
figglu_avg,hear_last_2nd AVB Mobitz 2,0.0013623884886710244
pot_min,hear_last_2nd AVB Mobitz 2,0.0209547432933877
pot_max,hear_last_2nd AVB Mobitz 2,0.019968196804060707
pot_avg,hear_last_2nd AVB Mobitz 2,0.03742931238187113
sod_min,hear_last_2nd AVB Mobitz 2,0.0032208613649541864
sod_max,hear_last_2nd AVB Mobitz 2,-0.005834493423497339
sod_avg,hear_last_2nd AVB Mobitz 2,-0.001378938062368259
hem_min,hear_last_2nd AVB Mobitz 2,0.0007170392975132738
hem_max,hear_last_2nd AVB Mobitz 2,0.03181174740928997
hem_avg,hear_last_2nd AVB Mobitz 2,0.013276778636292681
chl_min,hear_last_2nd AVB Mobitz 2,0.002395638958131164
chl_max,hear_last_2nd AVB Mobitz 2,-0.009140470607050935
chl_avg,hear_last_2nd AVB Mobitz 2,-0.003193437482808219
bun_min,hear_last_2nd AVB Mobitz 2,0.029474755799193154
bun_max,hear_last_2nd AVB Mobitz 2,0.02732649054888428
bun_avg,hear_last_2nd AVB Mobitz 2,0.04016976477899928
cre_min,hear_last_2nd AVB Mobitz 2,-1.0707386205627425e-13
cre_max,hear_last_2nd AVB Mobitz 2,4.504471189143421e-13
cre_avg,hear_last_2nd AVB Mobitz 2,1.94836766010078e-12
hemo_min,hear_last_2nd AVB Mobitz 2,0.0011009116556289873
hemo_max,hear_last_2nd AVB Mobitz 2,0.025979239343391393
hemo_avg,hear_last_2nd AVB Mobitz 2,0.008963831419693398
car_min,hear_last_2nd AVB Mobitz 2,0.01989954993591478
car_max,hear_last_2nd AVB Mobitz 2,0.01666973385277306
car_avg,hear_last_2nd AVB Mobitz 2,0.026264387645074393
rbc_min,hear_last_2nd AVB Mobitz 2,-0.015388604174074375
rbc_max,hear_last_2nd AVB Mobitz 2,0.000681750539316238
rbc_avg,hear_last_2nd AVB Mobitz 2,-0.01687144358264453
pla_min,hear_last_2nd AVB Mobitz 2,-0.02009349797270992
pla_max,hear_last_2nd AVB Mobitz 2,-0.026143948174879472
pla_avg,hear_last_2nd AVB Mobitz 2,-0.02483221811727543
wbc_min,hear_last_2nd AVB Mobitz 2,0.0242168654305536
wbc_max,hear_last_2nd AVB Mobitz 2,0.04588002015415283
wbc_avg,hear_last_2nd AVB Mobitz 2,0.04514648806369213
hea_min,hear_last_2nd AVB Mobitz 2,-0.015155986859431791
hea_max,hear_last_2nd AVB Mobitz 2,0.0009193766267837962
hea_avg,hear_last_2nd AVB Mobitz 2,-0.012120740539560719
mag_min,hear_last_2nd AVB Mobitz 2,0.04175271152933533
mag_max,hear_last_2nd AVB Mobitz 2,0.038194462397993935
mag_avg,hear_last_2nd AVB Mobitz 2,0.06313461774597637
res_min,hear_last_2nd AVB Mobitz 2,0.0002411208464891503
res_max,hear_last_2nd AVB Mobitz 2,0.019468596229231895
res_avg,hear_last_2nd AVB Mobitz 2,0.0033245771134246664
spo_min,hear_last_2nd AVB Mobitz 2,-0.0389153653970137
spo_max,hear_last_2nd AVB Mobitz 2,0.006445828431475017
spo_avg,hear_last_2nd AVB Mobitz 2,-0.02414359895329779
spo_alarms,hear_last_2nd AVB Mobitz 2,0.12037788467718372
temp_min,hear_last_2nd AVB Mobitz 2,0.0045038178637456005
temp_max,hear_last_2nd AVB Mobitz 2,-0.006004607540935989
temp_avg,hear_last_2nd AVB Mobitz 2,-0.0018885264171530029
hear_mode_1st Deg AV Block,hear_last_2nd AVB Mobitz 2,-0.0032715687476878386
hear_mode_A Paced,hear_last_2nd AVB Mobitz 2,-0.0015363539065762764
hear_mode_AV Paced,hear_last_2nd AVB Mobitz 2,-0.0036208233641076846
hear_mode_Atrial Fib,hear_last_2nd AVB Mobitz 2,-0.012867823838419258
hear_mode_Atrial Flutter,hear_last_2nd AVB Mobitz 2,-0.002175098054610904
hear_mode_Junctional,hear_last_2nd AVB Mobitz 2,-0.0010857763300760063
hear_mode_MultFocalAtrTach,hear_last_2nd AVB Mobitz 2,-0.0010857763300760046
hear_mode_Normal Sinus,hear_last_2nd AVB Mobitz 2,0.02583483481206162
hear_mode_Parox Atr Tachy,hear_last_2nd AVB Mobitz 2,-0.001085776330076005
hear_mode_Sinus Brady,hear_last_2nd AVB Mobitz 2,-0.003940577918975902
hear_mode_Sinus Tachy,hear_last_2nd AVB Mobitz 2,-0.014870244154569997
hear_mode_V Paced,hear_last_2nd AVB Mobitz 2,-0.006146277717299921
hear_last_1st Deg AV Block,hear_last_2nd AVB Mobitz 2,-0.003271568747687835
