,diagnosis,num
12929,LEUKEMIA;SEPSIS,1
12930,LEUKEMIA\BMT,1
12931,LEUKEMIA\BONE MARROW TRANSPLANT,1
12932,LEUKO ENCEPHALOPATHY,1
12933,"LEUKOCYTOSIS,BANDEMIA",1
12934,LEUKOCYTOSIS;DEHYDRATION; RECTAL CANCER,1
12935,LEUKOCYTOSIS;FEVER;END STAGE RENAL DISESE,1
12936,LEUKOCYTOSIS;FEVER;INFECTION,1
12937,LEAD FAILURE\LEAD & DEVICE EXTRACTION LEFT SIDED SYSTEM ? PACEMAKER REIMPLANT ON RIGHT/SDA,1
12938,LE EDEMA,1
12939,INFECTED AORTA,1
12940,INTRACARDIAC THROMBUS,1
12941,INTRA ABDOMINAL BLEEDING-AAA,1
12942,INTRA ABDOMINAL HEMORRHAGE,1
12943,INTRA CEREBRAL LESION,1
12944,INTRA PARENCHYMAL HEMORRHAGE,1
12945,INTRAABDOMINAL ABSCESS,1
12946,INTRAABDOMINAL BLEEDING,1
12947,INTRAABDOMINAL SEPSIS,1
12948,INTRABDOMINAL HEMORRHAGE,1
12949,INTRACANIAL HEMORRHAGE,1
12950,INTRACARANIAL HEMORRHAGE,1
12951,INTRACEREBRAL BLEED;KNEE FRACTURE,1
12952,INTRA-CRANIAL BLEED,1
12953,INTRACEREBRAL HEMMORHAGE,1
12954,INTRACEREBRAL HEMORRHAGE; SAH; SDH,1
12955,INTRACRANIAL,1
12956,"INTRACRANIAL BLEED,SEIZURE",1
12957,INTRACRANIAL BLEED;MYOCARDIAL INFARCTION;TELEMETRY,1
12958,INTRACRANIAL BLEEDING MASS;TELEMETRY,1
12959,INTRACRANIAL CONTUSION;TELEMETRY,1
12960,INTRACRANIAL FLUID,1
12961,INTRACRANIAL HEMMORHHAGE,1
12962,INTRACRANIAL HEMMORRHAGE;TELEMETRY,1
12963,INTRA-VENTRICULAR BLEED,1
12964,INTRA-CEREBRAL HEMMORHAGE/SDA,1
12965,INTRAPARENCHMAL,1
12966,INTESTINAL LYMPHADENOPATHY,1
12967,INTEROCUTANEOUS FISTULA,1
12968,INTERPARENCHYMAL BLEED,1
12969,INTERPARENCHYMAL HEMORRHAGE,1
12970,INTERPARENCHYMAN HEMORRHAGE,1
12971,INTERPARENCYMAL HEMORRHAGE,1
12972,INTERSTITIAL  PULMONARY FIBROSIS,1
12973,INTERSTITIAL LUNG,1
12974,INTERSTITIAL LUNG DISEASE/SDA,1
12975,INTERTROCH FX,1
12976,INTESTINAL FISTULA,1
12977,INTESTINAL MELAPTSIA/SDA,1
12978,INTRA-ABDOMINAL MASS/SDA,1
12979,INTESTINAL OBSTRUCTION/SDA,1
12980,INTESTINAL OBSTRUCTION;TELEMETRY,1
12981,INTESTINAL STRICTURE,1
12982,INTESTINAL VESICAL FISTULA/SDA,1
12983,INTOXICATED ? TRAUMATIC INJURY,1
12984,INTOXICATION/ETOH/BENZO,1
12985,INTOXICATION;SUICIDAL IDEATION,1
12986,INTRA-ABD ABSCESS,1
12987,INTRA-ABDOMINAL ABSCESS,1
12988,INTRA-ABDOMINAL ABSCESS;FEVER,1
12989,INTRACRANIAL HEMORRAHGE;HEAD BLEED;TELEMETRY,1
12990,INTRACRANIAL HEMORRHAGE-HYPOTENSION,1
12991,INTRACRANIAL HEMORRHAGE-S/P FALL,1
12992,INTRACTABLE NAUSEA,1
12993,INTRACRANIAL HEMORRHAGE;SEIZURE,1
12994,INTRACRANIAL HEMORRHAGE;SEIZURE;TACHYCARDIA,1
12995,INTRACRANIAL HEMORRHAGE;SKULL FRACTURE,1
12996,INTRACRANIAL HEMORRHAGE;SPELINEC LACERATION,1
12997,INTRACRANIAL HEMORRHAGE;SZ,1
12998,INTRACRANIAL INJURY-S/P FALL,1
12999,INTRACRANIAL LESION,1
13000,INTRACRANIAL SWELLING,1
13001,INTRACTABLE FRONTAL LOBE SEIZURES,1
13002,INTRACTABLE HEMORRHAGE,1
13003,"INTRACTABLE NAUSEA,VOMITING",1
13004,INTRACRANIAL HEMORRHAGE-SEIZURE-MYOCARDIAL INFARCTION,1
13005,INTRACTABLE VOMITING;ALLERGIC REACTION,1
13006,INTRACTABLE VOMITTING;MENTAL STATUS CHANGES,1
13007,INTRACUTANEOUS FISTULA,1
13008,INTRAHEPATIC BILIARY DILATION,1
13009,INTRAHEPATIC HEMATOMA,1
13010,INTRAMURAL HEMATOMA ASCENDING AORTA,1
13011,INTRAMURAL HEMORRHAGE,1
13012,INTRANCRANIAL HEMORRHAGE,1
13013,INTRAORAL MASS,1
13014,INTRAPARANCHYMAL BLEED,1
13015,INTRACRANIAL HEMORRHAGE;RUPTURED ANEURYSM,1
13016,INTRACRANIAL HEMORRHAGE;RESPIRTORY FAILURE,1
13017,INTRACRANIAL HEMORRHAGE;RESPIRATORY FAILURE,1
13018,INTRACRANIAL HEMORRHAGE;OPEN FX,1
13019,INTRACRANIAL HEMORRHAGE WITH MASS EFFECT,1
13020,INTRACRANIAL HEMORRHAGE WITH SHIFT,1
13021,"INTRACRANIAL HEMORRHAGE, SYNCOPE",1
13022,"INTRACRANIAL HEMORRHAGE,MENINGITIS",1
13023,"INTRACRANIAL HEMORRHAGE,S/P ASSAULT",1
13024,INTRACRANIAL HEMORRHAGE/SDA,1
13025,INTRACRANIAL HEMORRHAGE/TRAUMA,1
13026,INTRACRANIAL HEMORRHAGE;,1
13027,INTRACRANIAL HEMORRHAGE; FEMUR FX; S/P ATV CRASH,1
13028,INTRACRANIAL HEMORRHAGE;AFIB;ELEVATED INR,1
13029,INTRACRANIAL HEMORRHAGE;ALTERED MENTAL STATUS,1
13030,INTRACRANIAL HEMORRHAGE;ANEURYSM,1
13031,INTRACRANIAL HEMORRHAGE;BRADYCARDIA,1
13032,INTRACRANIAL HEMORRHAGE;BRAIN METS,1
13033,INTRACRANIAL HEMORRHAGE;C1 FRACTURE,1
13034,INTRACRANIAL HEMORRHAGE;ENDOCARDITIS,1
13035,INTRACRANIAL HEMORRHAGE;FALL,1
13036,INTRACRANIAL HEMORRHAGE;FINGER DISLOCATION,1
13037,INTRACRANIAL HEMORRHAGE;GASTROINTESTINAL BLEED,1
13038,INTRACRANIAL HEMORRHAGE;LEUKEMIA,1
13039,INTRACRANIAL HEMORRHAGE;MASS,1
13040,INTERNAL CAVERNOUS CAROTID ANEURYSM,1
13041,INTERMITTENT HEART BLOCK;ACUTE CORONARY SYNDROME,1
13042,INTERMITTENT CHEST PAIN,1
13043,INFECTED PROSTHESIS LEFT FEMUR/SDA,1
13044,INFECTED LEFT THIGH,1
13045,INFECTED LEFT TOE ULCER,1
13046,INFECTED LEG WOUND POST CORONARY ARTERY BYPASS SURGERY,1
13047,INFECTED LEG;SEPSIS,1
13048,INFECTED OBSTRUCTED KIDNEY STONE,1
13049,INFECTED ORTHOPEDIC HARDWARE,1
13050,INFECTED PACEMAKER POCKET\LEAD EXTRACTION **REMOTE WEST**/SDA,1
13051,INFECTED PACEMAKER\LEAD EXTRACTION,1
13052,INFECTED PANCREATIC PSEUDO-CYST,1
13053,INFECTED PELVIC MASS,1
13054,INFECTED PSEUDOCYST,1
13055,INFECTION LEFT AXILLO FEMORAL GRAFT,1
13056,INFECTED RENAL STONE,1
13057,INFECTED RIGHT FOOT;IV ANTIBIOTIC,1
13058,INFECTED RIGHT HAND;EXPOSED HARDWARE,1
13059,INFECTED RIGHT THIGH GRAFT,1
13060,INFECTED SEROMA,1
13061,INFECTED SHUNT,1
13062,"INFECTED STONE,ACUTE RENAL FAILURE,SEPSIS",1
13063,INFECTED THYROGLOSSAL DUCT CYST,1
13064,INFECTED VP SHUNT,1
13065,INFECTIN,1
13066,INFECTED LEFT LEG ULCERS,1
13067,INFECTED LEFT LEG,1
13068,INFECTED LEFT FOOT;DIABETES MELLITUS,1
13069,INFECTED LEFT FOOT;CELLULITIS,1
13070,INFECTED AORTIC ENDO GRAFT,1
13071,INFECTED AORTO BIFEM GRAFT/SDA,1
13072,INFECTED ARTERIAL GRAFT/SDA,1
13073,"INFECTED AXILLO-FEM, BYPASS GRAFT",1
13074,INFECTED AXILLO FEMORAL GRAFT/SDA,1
13075,INFECTED BKA; RIGHT/SDA,1
13076,INFECTED DEVICE\REMOVAL OF IMPLANTED CARDIOVERTER DEFIBRILLATOR,1
13077,INFECTED DIALYSIS CATHETER,1
13078,"INFECTED FEMORAL TO POPLITEAL BYPASS GRAFT, LEFT/SDA",1
13079,INFECTED FOOT REQUIRING IV ANTIBIOTICS,1
13080,"INFECTED FOOT ULCER,RIGHT;IV ANTIBITOICS;VEIN MAPPING;DIALIYZE",1
13081,INFECTED FOOT;IV ANTIBIOTIC,1
13082,INFECTED ICD POCKET,1
13083,INFECTED ICD WIRE;BACTEREMIA,1
13084,INFECTED INTERNAL CARDIOVERTER DEFIBRILLATOR\ICD GENERATOR CHANGE; LEAD EXTRACTION/SDA,1
13085,INFECTED KIDNEY STONE,1
13086,INFECTED KIDNEY STONE;PYELONEPHRITIS,1
13087,INFECTED L BKA STUMP,1
13088,INFECTED LEAD\LEAD EXTRACTION,1
13089,INFECTED LEAD\RIGHT SIDED PACEMAKER LEAD EXTRACTION; REIMPLANTATION,1
13090,INFECTED LEFT FOOT; CELLULITIS; DIABETES,1
13091,INFECTION AND EPISTAXIS,1
13092,INFECTION OF THE SPINAL STIMULATOR;CELLULITIS,1
13093,INTERMEDIATE CARE,1
13094,INTAMURAL AORTA THROMBUS,1
13095,INHALATION INJURY,1
13096,INJURIES FROM BIKE VS. AUTOMOBILE COLLISION,1
13097,INNOMINATE OCCLUSION\AORTO/ INNOMINATE/ CAROTID SUBCLAVIAN BYPASS  ,1
13098,INOMINATE STENOSIS,1
13099,INRESPONSIVE-LIVER FAILURE,1
13100,INSTEMI\CARDIAC CATH,1
13101,INSULIN DENSENTIZATION,1
13102,INSULIN OVERDOSE,1
13103,INSULIN OVERDOSE;TELEMETRY,1
13104,INSULINOMA/SDA,1
13105,INTER-CRANIAL MASS,1
13106,INFECTION RIGHT KNEE,1
13107,INTER CRANIAL HEMMORHAGE,1
13108,INTER PARANCHMAL HEMORRHAGE,1
13109,INTERACRANIAL HEMORRHAGE,1
13110,INTERCEREBRAL HEMORRHAGE,1
13111,INTERCEREBRAL HEMORRHAGE/SDA,1
13112,INTERCRANIAL,1
13113,INTERCRANIAL HEMORRAGE,1
13114,INTERIOR MI/CATH,1
13115,   DUODENAL MASS/SDA,1
13116,INTERIOR/POSTERIOR MI,1
13117,INGUINAL HERNIA REPAIR,1
13118,INGUINAL HERNIA,1
13119,INGUINAL & UMBILICAL HERNIA,1
13120,INGESTION;ALTERED MENTAL STATUS,1
13121,INFECTION S/P HERNIA REPAIR,1
13122,"INFECTION,UNSPECIIED ETIOLOGY;SHORTNESS OF BREATH;TELEMETRY",1
13123,INFECTION;ACUTE RENAL FAILURE,1
13124,INFECTION;GASTROINTESTINAL BLEED,1
13125,INFECTIOUS PROCESS,1
13126,INFERIOR LATERAL MI\CATH,1
13127,INFERIOR LATERAL MYOCARDIAL INFARCTION,1
13128,INFERIOR MI;TELEMETRY,1
13129,INFERIOR MI\CARDIAC CATH,1
13130,INFERIOR MYOCARDIAL INFARCTION;ST SEGMENT ELEVATION MYOCARDIAL INFARCTION\CATH,1
13131,INFERIOR MYOCARDIAL INFARCTION\CARDIAC CATHETER,1
13132,INFERIOR MYOCARIDL INFARCTION/CATH,1
13133,INFERIOR ST-SEGMENT ELEVATION MYOCARDIAL INFARCTION\CARDIAC CATH,1
13134,INFLAMED GALLBLADDER,1
13135,INFLAMMATORY BOWEL DISEASE,1
13136,INFLAMMED PANCREATITIS,1
13137,INGEGSTION,1
13138,INGESTED GLASS,1
13139,INGESTION OF,1
13140,INGESTION OF COCAINE ,1
13141,INGESTION OVERDOSE,1
13142,INTRAPARENCHGMAL HEMORRAGE,1
13143,INTRAPARENCHMAL HEMORRHAGE,1
13144,LATE EFFECT RADIATION; CERVICAL SPONDYLOSIS/SDA,1
13145,L ORBITAL FX,1
13146,KNEE DISLOCATION,1
13147,KYPHO/SCOLIOSIS; SPINAL STENOSIS/SDA,1
13148,KYPHOSIS,1
13149,"KYPHOSIS, S/P FRACTURE/SDA",1
13150,"L ANEURYSM,S/P ANGIOGRAM",1
13151,L ARM INFECTION,1
13152,L BASAL GANGLIA BLEED,1
13153,L INTERCRANIAL BLEED,1
13154,L INTRACRANIAL HEMORRAHAGE,1
13155,L MCA ANEURYSM,1
13156,L PARIETAL MASS,1
13157,KIDNEY;LIVER INJURY,1
13158,L SIDED PNEUMONIA; ESRD,1
13159,L SIDED PNEUMOTHORAX,1
13160,L SIDED WEAKNESS,1
13161,L SUBDURAL HEMATOMA,1
13162,L THIGH HEMATOMA;FACTOR V111 INHIBITOR,1
13163,"L. HP FRACTURE AOTIC STENOSIS, SHINGLES",1
13164,L. NECK ADENOPATHY,1
13165,L. SIDED EFFUSION,1
13166,L.LOWER EXTREMITY ARTERIAL OCCLUSION,1
13167,L1 BURST FRACTURE/SDA,1
13168,KNEE AMPUTATION,1
13169,KIDNEY/PANCREAS TX,1
13170,INTRAPARENCHYAL HEMORRHAGE,1
13171,KIDNEY CANCER;R/O CORD COMPRESSION,1
13172,JNATHJW8,1
13173,JOINT INFECTION,1
13174,JUNCTIONAL BRADCARDIA,1
13175,JUNCTIONAL RHYTHM-GASTROINTESTINAL BLEED,1
13176,JUNCTIONAL RHYTHM REQUIRING PACEMAKER,1
13177,JUXTA-RENAL ANEURYSM/SDA,1
13178,KEARNS SAYER SYNDROME,1
13179,KETOACIDOSIS,1
13180,KICKED BY HORSE,1
13181,KIDNEY CANCER;NEW BRAIN METS,1
13182,KIDNEY FAILURE FOR KIDNEY TRANSPLANT,1
13183,KIDNEY TUMOR/SDA,1
13184,KIDNEY INJURY,1
13185,KIDNEY LESION LEFT SIDE/SDA,1
13186,KIDNEY LESION/SDA,1
13187,KIDNEY LESION;S/P KIDNEY;BLOOD IN URINE,1
13188,KIDNEY RUPTURE,1
13189,KIDNEY STONE;TELEMETRY,1
13190,KIDNEY STONES/SDA,1
13191,KIDNEY STONES;S/P URINARY CATHERIZATION,1
13192,KIDNEY THROMBOEMBOLISM,1
13193,KIDNEY TRANSPLANT REJECTION,1
13194,L1 DISC PROTRUSION;CORD COMPRESS,1
13195,"L1 FRACTURE,RT RADIUS FRACTURE",1
13196,L1 FRACTURE/SDA,1
13197,LARGE PERICARDIAL EFFUSION\POSSIBLE TAP,1
13198,LARGE B CELL LYMPHOMA,1
13199,LARGE BIFRONTAL SKULL LESION/ MENINGIOMA/SDA,1
13200,LARGE COLONIC POLYP/SDA,1
13201,LARGE FRONTAL MASS,1
13202,LARGE GASTOINTESTINAL BLEED,1
13203,LARGE HIATAL HERNIA/SDA,1
13204,LARGE LEFT ATRIAL MASS\ ATRIAL MYXOMA REMOVAL/SDA,1
13205,LARGE MEDISTINAL TUMOR,1
13206,LARGE NECK MASS,1
13207,"LARGE PERICARDIAL EFFUSION,MEDIASTINAL MASS",1
13208,LARGE PFO\ PATENT FORAMEN OVALE/SDA,1
13209,L1 FX,1
13210,LARGE VILLOUS ADENOMA/SDA,1
13211,LARGOTRACEAL STENOSIS/SDA,1
13212,LARYNEAL STENOSIS;NECK ARM PAIN,1
13213,LARYNGEAL & SUBGLOTTIC STENOSIS/SDA,1
13214,LARYNGEAL FRACTURE;S/P TRACH REMOVAL,1
13215,LARYNGEAL INFECTION,1
13216,LARYNGEAL STENOSIS/SDA,1
13217,LARYNGO-TRACHEAL STENOSIS/SDA,1
13218,LARYNGOTRACHIAL STENOSIS/SDA,1
13219,LARYNX CA/SDA,1
13220,LARGE ABDOMINAL MASS/SDA,1
13221,LARGE ABDOMINAL FISTULA,1
13222,LARGE & SMALL BOWEL OBSTRUCTIONS,1
13223,LAMINECTOMY,1
13224,L1BURST FRACTURE,1
13225,L2 BURST FRACTURE,1
13226,L2 BURST FRACTURE; LUMBAR STENOSIS/SDA,1
13227,L2 COMPRESSION FRACTURE/SDA,1
13228,L2 COMPRESSION FRACTURE;HYPOTENSION,1
13229,L2 FRACTURE/SDA,1
13230,L2 MASS,1
13231,L2 METASTOSIS/SDA,1
13232,L3-L4 NONUNION AND STENOSIS/SDA,1
13233,L3-L4 SPONDYLOLISTHESIS LEFT/SDA,1
13234,L3-L4 STENOSIS/LESION/SDA,1
13235,L3-L5 SPINAL STENOSIS/SDA,1
13236,L3 BURST FRACTURE,1
13237,L4-L5 LUMBAR STENOSIS/SDA,1
13238,L4-S1 SPONDYLOLISTHESIS/SDA,1
13239,L5 FRACTURE/SDA,1
13240,L5 METASTATIC TUMOR/SDA,1
13241,LACERATED CERVIX,1
13242,LACERATED SPLEEN;STATUS POST MOTOR VEHICLE ACCIDENT WITH INJURIES,1
13243,"LACERATIONS ARMS,THROAT",1
13244,LACTID ACIDOSIS,1
13245,JNAJOJ77/SDA,1
13246,JEJUNAL INTERSUSSCEPTION,1
13247,JAW SPASM,1
13248,IPH; SAH,1
13249,INTRPARENCHYMAL HEMORRHAGE,1
13250,INTTRACRANIAL HEMORRHAGE,1
13251,INTUBATION,1
13252,INTUSSUCEPTION,1
13253,INTUSSUSCEPTION,1
13254,INVADING LUNG CA,1
13255,INVASIVE MELANOMA/SDA,1
13256,INVASIVE SQUAMOUS CELL CARCINOMA OF SUB GLOTTIS/SDA,1
13257,INYTRACRANIAL HEMORRHAGE,1
13258,IP BLEED,1
13259,IPH;BRAIN METS,1
13260,ISCHEMIC BOWEL\MESENTERIC ANGIOGRAM,1
13261,IPH;CLAVICLE FX,1
13262,IRREGULAR HEART RATE,1
13263,IRREGULAR HEART RHYTHM,1
13264,IRREGULAR RHYTHM,1
13265,ISCEHMIC COLITIS,1
13266,ISCHEMIA BOTH LEGS,1
13267,ISCHEMIA BOWEL,1
13268,ISCHEMIA LEFT TOE,1
13269,ISCHEMIA;HYPOTENSION,1
13270,ISCHEMIC ARM;TELEMETRY,1
13271,INTRDUCTAL PANCREATIC MUCINOUS TUMOR/SDA,1
13272,INTRCRANIAL HEMORRHAGE,1
13273,INTRAVETEBRAL SUBARACHNOID BLEED,1
13274,INTRAVENTRICULAR  HEMORRHAGE,1
13275,INTRAPARENCHYMAL,1
13276,INTRAPARENCHYMAL BLEED;TELEMETRY,1
13277,INTRAPARENCHYMAL BRAIN HEMORRHAGE,1
13278,INTRAPARENCHYMAL BRAIN MASS/BLEED,1
13279,"INTRAPARENCHYMAL HEAD BLEED, ACUTE RENAL FAILURE",1
13280,INTRAPARENCHYMAL HEMATOMA,1
13281,INTRAPARENCHYMAL HEMORRAGE,1
13282,INTRAPARENCHYMAL HEMORRHAGE;GI BLEED,1
13283,INTRAPARENCHYMAL HEMORRHAGE;SAH;RIB FRACTURE,1
13284,INTRAPARENCHYMAL HEMORRHAGE;SUBDURAL HEMATOMA;SUBARACHNOID HEMORRHAGE,1
13285,INTRAPARENCHYMAL HEORRHAGE,1
13286,INTRAPARENCHYMEL BLEED,1
13287,INTRAPARENCYMAL HEMORRHAGE,1
13288,INTRAPAREOLGEAL HEMORRHAGE,1
13289,INTRAPARIETAL HEMORRHAGE,1
13290,INTRAPARITAL HEMORRHAGE,1
13291,INTRAPERENCHYMAL BLEED,1
13292,INTRAPRAECHYMAL HEMORRHAGE,1
13293,INTRAPRANCHYMAL BLEED,1
13294,INTRAPRANCHYMECAL BLEED,1
13295,INTRATHECAL MASS,1
13296,ISCHEMIC BOWEL; HERNIA,1
13297,ISCHEMIC CARDIOMYOPATHY;RECURRENT CHEST PAIN\CATH,1
13298,JAW PAIN;DYSPNEA ON EXERSION,1
13299,IVC THROMBOSIS,1
13300,ISCHEMIC ULCER RIGHT TOE,1
13301,ISCHEMIC ULCERATION LEFT FOOT,1
13302,ISCHEMIC ULCERS INFECTED BOTH LEFT AND RIGHT LEGS,1
13303,ISCHEMIS BOWEL,1
13304,ISOPROPYL ALCOHOL OVERDOSE,1
13305,ISOPROYL ETOH INGESTIOM,1
13306,ITRAPERITONEAL BLEED,1
13307,IV HEPARIN\ PATENT FORAMEN OVALE,1
13308,IVC OBSTRUCTION,1
13309,IVC THROMBOS,1
13310,J-TUBE FAILURE,1
13311,ISCHEMIC CARDIOMYOPATHY\CATH,1
13312,J TUBE DISPLACEMENT-CHRONIC VENT,1
13313,"JAUNDICE, GASTRIC CANCER; PERCUTANROUS TRANSHEPATIC CHOLANGIOGRAPHY",1
13314,"JAUNDICE,KLATSKIN TUMOR",1
13315,JAUNDICE;COMMON BILE DUCT STONE,1
13316,JAUNDICE;INCREASED BILIRUBIN,1
13317,JAUNDICE;PANCREATIC CA;FEVER,1
13318,JAUNDICE;POST PROCEDURE ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY,1
13319,JAUNDICE;S/P ERCP;UNRESOLVED BILIARY OBSTRUCTION,1
13320,JAW ABSCESS,1
13321,JAW PAIN,1
13322,ISCHEMIC ULCER RIGHT FOOT,1
13323,ISCHEMIC ULCER LEFT FOOT,1
13324,ISCHEMIC ULCER LEFT ANKLE W/EXPOSED ACHILLES TENDON/SDA,1
13325,ISCHEMIC TOES,1
13326,ISCHEMIC CARDIOMYOPATHY\LEFT HEART CATHETERIZATION,1
13327,ISCHEMIC CHANGES\CARD CATH,1
13328,ISCHEMIC COLITIS/SDA,1
13329,ISCHEMIC ENTERITIS,1
13330,ISCHEMIC FOOT;ABDOMINAL PAIN;TELEMETRY,1
13331,ISCHEMIC FOOT;ELEVETED CREATININE,1
13332,ISCHEMIC HEART DISEASE,1
13333,ISCHEMIC INDEX FINGER,1
13334,ISCHEMIC L FOOT,1
13335,ISCHEMIC LEFT FOOT;METHICILLIN RESISTANT STAPH AUREUS,1
13336,ISCHEMIC LEG LEFT/SDA,1
13337,ISCHEMIC LEG/SDA,1
13338,ISCHEMIC LEGS,1
13339,ISCHEMIC LEGS DVTS,1
13340,ISCHEMIC LLE,1
13341,ISCHEMIC LT ARM,1
13342,ISCHEMIC R LEG,1
13343,ISCHEMIC REST PAIN/ULCER BILATERAL,1
13344,ISCHEMIC RIGHT LEG/SDA,1
13345,ISCHEMIC RIGHT LOWER LEG,1
13346,ISCHEMIC RT FOOT,1
13347,GI BLEED/MASS TO HEPATIC FLEXURE,1
13348,"GI BLEED,R/O MI",1
13349,"GI BLEED,MI",1
13350,DEHYDRATION;HEAD AND NECK CANCER,1
13351,DEHYDRATION;ABDOMINAL PAIN,1
13352,DEHYDRATION;ALTERED MENTAL STATUS,1
13353,DEHYDRATION;DIARRHEA,1
13354,DEHYDRATION;DIARRHEA;LOWER EXTREMITY WEAKNESS;ANEMIA,1
13355,DEHYDRATION;DYSPHAGIA,1
13356,DEHYDRATION;EDEMA;FAILURE TO THRIVE,1
13357,DEHYDRATION;ELEVATED INR,1
13358,DEHYDRATION;ETOH WITHDRAWAL,1
13359,DEHYDRATION;EXTERNAL HEMORRHOIDS,1
13360,DEHYDRATION;FEVER,1
13361,DEHYDRATION;HYPERNATREMIA,1
13362,DEHYDRATION; RENAL FAILURE,1
13363,DEHYDRATION;HYPERNATREMIA;URINARY TRACT INFECTION,1
13364,DEHYDRATION;HYPOKALEMIA;HYPONATREMIA;ARF;EKG CHANGES,1
13365,DEHYDRATION;METASTATIC COLON CANCER,1
13366,DEHYDRATION;NAUSEA W\VOMITING;VRE,1
13367,DEHYDRATION;NAUSEA;VOMITING;MENTAL STATUS CHANGES,1
13368,DEHYDRATION;PAIN CONTROL,1
13369,DEHYDRATION;RENAL CELL CARCINOMA,1
13370,DEHYDRATION;RENAL FAILURE;HYPO MASS,1
13371,DEHYDRATION;RULE-OUT MYOCARDIAL INFARCTION,1
13372,DEHYDRATION;THROAT CANCER,1
13373,DEHYDRATION; UTI,1
13374,DEHYDRATION; CONGESTIVE HEART FAILURE,1
13375,DIABETIC KETOACIDOOSIS,1
13376,DEHISENCE OF WOUND,1
13377,DEEP SPACE NECK INFECTION,1
13378,DEEP TISSUE INFECTION,1
13379,DEEP VEIN THROMBOSIS;LEFT LEG WEAKNESS,1
13380,DEEP VEIN THROMBOSIS;POST OP INFECTION,1
13381,DEEP VEIN THROMBUS;HYPERTENSION;CHRONIC OBST PULM DISEASE;,1
13382,DEFIBRILLATOR FIRING,1
13383,DEGENERATIVE JOINT DISEASE BILATERAL KNEES/SDA,1
13384,DEGENERATIVE SCOLIOSIS & SPINAL STENOSIS/SDA,1
13385,DEGLOVING INJURY,1
13386,DEHISCENCE OF WOUND,1
13387,DEHYDRATION-PNEUMONIA-CHANGE IN MENTAL STATUS,1
13388,DEHYDRATION; A FIB,1
13389,DEHYDRATION ?DIFF,1
13390,"DEHYDRATION,DIARRHEA",1
13391,"DEHYDRATION,FAILURE TO THRIVE",1
13392,"DEHYDRATION,LEUKOCYTOSIS,ABDOMINAL PAIN",1
13393,"DEHYDRATION,NAUSEA,ANEMIA,GI BLEED",1
13394,"DEHYDRATION,SEPSIS",1
13395,DEHYDRATION/ WEAKNESS,1
13396,DEHYDRATION/CELLULITIS,1
13397,DEHYDRATION/INCREASE BS,1
13398,DEHYDRATION/UTI,1
13399,DEHYDRATION;VOMITING W\DIARRHEA,1
13400,DELERIUM TREMENS,1
13401,"DELERIUM TREMONS,ANKLE FRACTURE",1
13402,DIABETES MELLITUS;HYPERTENSION;PVD; GANGRENOUS LEFT GREAT TOE; CELLULITIS,1
13403,DHOULDER DISLOCATION,1
13404,DIABECTIC KETOACIDOSIS,1
13405,DIABEETIC KETOACIDOSIS,1
13406,DIABETES,1
13407,DIABETES MELLITUS,1
13408,DIABETES MELLITUS-PRE-OP PANCREAS TRANSPLANT,1
13409,DIABETES MELLITUS FOR PANCREAS TRANSPLANT,1
13410,DIABETES MELLITUS;CHOLANGITIS,1
13411,DIABETES MELLITUS;FOOT ULCER;CARDIOMYOPATHY,1
13412,DIABETES MELLITUS;HIP FRACTURE;DECUBITIS ULCER,1
13413,DIABETES MELLITUS;HYPOXIA;RT SIDED HEMIPARESIS;SEIZURES ,1
13414,DELERIUM TREMOR,1
13415,DIABETES MELLITUS;SEPTIC SHOCK,1
13416,DIABETES MELLITUS;UNSTABLE ANGINA;MYOCARDIAL INFARCTION,1
13417,DIABETES;ACUTE PANCREATITIS;RENAL FAILURE,1
13418,DIABETES;CHRONIC OBST PULM DISEASE,1
13419,DIABETES;HYPERGLYCEMIA,1
13420,DIABETES;KETOACIDOSIS,1
13421,DIABETIC FOOT INFECTION,1
13422,DIABETIC FOOT ULCER,1
13423,DIABETIC KEDOACIDOSIS,1
13424,DIABETIC KEOACIDOSIS;TELEMETRY,1
13425,"DGN TOXICITY,V-TACH",1
13426,DETOX,1
13427,DESENTITATION,1
13428,DESENSITIZATION TO CHEMO,1
13429,"DELERIUM, AFIB RVR",1
13430,DELIRIUM,1
13431,DELIRIUM;TREMORS,1
13432,DELTA MENTAL STATUS CHANGES,1
13433,"DELTA MS, PNEUMONIA",1
13434,DELTA MS/HYPERTENSION,1
13435,DEMENTIA;CONGESTIVE HEART FAILURE;CHRONIC ATRIAL FIBRILLATION;C2 FRACTURE;HIP FRACTURE,1
13436,DEMENTIA;FALLS,1
13437,DENS FX/SDA,1
13438,DEPAKOTE OD,1
13439,DEPRESSION W/SUICIDIAL IDEATION,1
13440,DERMOID CYST,1
13441,DESCENDING AORTIC ANEURYSM,1
13442,DESCENDING AORTIC ANEURYSM; COARCTATION OF DESCENDING AORTA\ DISTAL ARCH REPLACEMENT; DESCENDING THORACIC AORTIC REPLACEMENT; AORTA TO SUBCLAVIAN BYPASS/SDA,1
13443,DESCENDING AORTIC REPAIR,1
13444,DESCENDING DISSECTING AORTIC ANEURYSM,1
13445,DESCENDING THORACIC ANEURYSM,1
13446,DESCENDING THORACIC ANEURYSM\TAA ENDOSTENTING /SDA,1
